table,field_name,field_key,reads,writes,searches,unused,contexts,ambiguity
営業カレンダー（曜日）,加盟店,____user,10,8,63,,api:bTaDz; api:営業カレンダーデフォルト作成_list; api:営業カレ作成2_リカーリング; page:index; page:shop_admin,キー共有: 営業カレンダー（日付）
営業カレンダー（曜日）,営業状態,_____option_____op,50,17,8,,api:営業カレンダーデフォルト作成_item; api:営業カレ作成4_リカーリング; page:index; page:shop_admin; page:shop_detail,キー共有: 営業カレンダー（日付）
営業カレンダー（曜日）,曜日,___option___,4,8,60,,api:bTaDz; api:営業カレンダーデフォルト作成_item; api:営業カレ作成2_リカーリング; api:営業カレ作成3_リカーリング; page:shop_admin,
工事中,yes/no,yes_no_boolean,4,0,0,,page:index,
手数料月ごと,date,date_date,18,1,6,,api:bTaDz; api:営業カレンダーデフォルト作成_list; api:営業カレ作成2_リカーリング; api:営業日付_初期登録_list; api:手数料計算; page:admin; page:admin_update_calendar; page:shop_admin,"キー共有: Holidays, 日付データ 追加用, access_log, 日付データ defaults"
手数料月ごと,shop,shop_user,78,2,4,,api:手数料計算; api:自転車詳細情報の変更_copy; page:admin; page:index; page:shop_admin; page:shop_detail; privacy:Bicycle; privacy:Sub_Option; privacy:手数料月ごと,"キー共有: Bicycle, Prefecture, Price_Menu, Sub_Option, 管理者/運営_news"
手数料月ごと,年,__number,0,1,2,,api:手数料計算,
手数料月ごと,手数料,____number,4,1,0,,api:手数料計算; page:admin; page:shop_admin,
手数料月ごと,振り込みステータス,__________option__________,3,1,2,,api:手数料計算; page:admin; page:shop_admin,
手数料月ごと,月,_1_number,0,1,2,,api:手数料計算,
手数料月ごと,請求,___boolean,1,1,0,,page:admin,キー共有: 営業カレンダー（曜日）
日付データ defaults,date,date_date,18,3,4,,api:bTaDz; api:営業カレンダーデフォルト作成_list; api:営業カレ作成2_リカーリング; api:営業日付_初期作成_item; api:営業日付_初期登録_list; page:admin; page:admin_update_calendar; page:shop_admin,"キー共有: 手数料月ごと, Holidays, 日付データ 追加用, access_log"
日付データ defaults,holiday,holiday_boolean,0,0,0,未使用,,
日付データ 追加用,date,date_date,18,0,0,,api:bTaDz; api:営業カレンダーデフォルト作成_list; api:営業カレ作成2_リカーリング; api:営業日付_初期登録_list; page:admin; page:admin_update_calendar; page:shop_admin,"キー共有: 手数料月ごと, Holidays, access_log, 日付データ defaults"
日付データ 追加用,holiday,hliday_boolean,0,0,0,未使用,,
管理者/運営_news,news_type,news_type_option________news_type,6,2,0,,api:bTXBf0; page:admin; page:shop_admin,
管理者/運営_news,right,right_option_rights,18,4,3,,api:bTXBf0; elem:admin_header; page:admin; page:admin_login; page:admin_price_simulation; page:index; page:shop_admin; page:shop_admin_login; page:shop_form; privacy:User; privacy:乗車人情報; privacy:予約情報; privacy:手数料月ごと,キー共有: User
管理者/運営_news,shop,shop_user,78,3,4,,api:bTXBf0; api:自転車詳細情報の変更_copy; elem:shop_admin_header; page:admin; page:index; page:shop_admin; page:shop_detail; privacy:Bicycle; privacy:Sub_Option; privacy:手数料月ごと,"キー共有: 手数料月ごと, Bicycle, Prefecture, Price_Menu, Sub_Option"
管理者/運営_news,viewed,viewed_boolean,2,4,2,,api:bTXBf0; elem:admin_header; elem:shop_admin_header; page:admin; page:shop_admin,
管理者/運営_news,お問い合わせ,_______custom_________1,0,2,0,,api:bTXBf0,
管理者/運営_news,請求,___custom_______,0,0,0,未使用,,
管理者手数料,number,number_number,0,0,0,未使用,,
自転車予約詳細,price_menu,price_menu_custom_price_menu,15,3,0,,api:自転車詳細情報の変更; api:自転車詳細情報の変更_copy; page:index; page:shop_admin,"キー共有: Bicycle, オプション予約詳細"
自転車予約詳細,オプション予約詳細,__________list_custom__________1,73,2,0,,api:bTfex; api:bTgFg; api:bTgGJ; page:admin; page:index; page:shop_admin; page:user_reservation_list,キー共有: 予約情報
自転車予約詳細,乗車人情報,______custom______,145,1,0,,page:admin; page:index; page:shop_admin; page:user_reservation_list,
自転車予約詳細,予約情報,_____custom_____,37,3,0,,api:自転車詳細情報の変更; page:admin; page:index; page:shop_admin,
自転車予約詳細,前日貸し出し,_______number,18,4,0,,page:index; page:shop_admin; page:user_reservation_list,"キー共有: 予約情報, User"
自転車予約詳細,合計金額,____2_number,33,16,0,,api:手数料計算; page:admin; page:index; page:shop_admin; page:user_reservation_list,キー共有: 予約情報
自転車予約詳細,基本料金,____1_number,83,17,1,,page:admin; page:index; page:shop_admin; page:user_reservation_list,"キー共有: 予約情報, 乗車人情報"
自転車予約詳細,自転車,____custom_bicycle,128,1,3,,api:自転車詳細情報の変更; page:admin; page:index; page:shop_admin; page:user_reservation_list,
